//avatarID,AvatarType,MountingType,Sex,category,Path
//Female,,,,,
42069,Hair,Head,Male,Male 10 ,Hair/Male/Hair Male 10 Purple
42070,Hair,Head,Male,Male 10 ,Hair/Male/Hair Male 10 Red
42071,Hair,Head,Male,Male 11 ,Hair/Male/Hair Male 11 Black
42072,Hair,Head,Male,Male 11 ,Hair/Male/Hair Male 11 Blonde
42073,Hair,Head,Male,Male 11 ,Hair/Male/Hair Male 11 Brown
42074,Hair,Head,Male,Male 11 ,Hair/Male/Hair Male 11 Cyan
42075,Hair,Head,Male,Male 11 ,Hair/Male/Hair Male 11 Grey
42076,Hair,Head,Male,Male 11 ,Hair/Male/Hair Male 11 Purple
42077,Hair,Head,Male,Male 11 ,Hair/Male/Hair Male 11 Red
42078,Hair,Head,Male,Male 12 ,Hair/Male/Hair Male 12 Black
42079,Hair,Head,Male,Male 12 ,Hair/Male/Hair Male 12 Blonde
42080,Hair,Head,Male,Male 12 ,Hair/Male/Hair Male 12 Brown
42081,Hair,Head,Male,Male 12 ,Hair/Male/Hair Male 12 Cyan
42082,Hair,Head,Male,Male 12 ,Hair/Male/Hair Male 12 Grey
42083,Hair,Head,Male,Male 12 ,Hair/Male/Hair Male 12 Purple
42084,Hair,Head,Male,Male 12 ,Hair/Male/Hair Male 12 Red
42085,Hair,Head,Male,Male 13 ,Hair/Male/Hair Male 13 Black
42086,Hair,Head,Male,Male 13 ,Hair/Male/Hair Male 13 Blonde
42087,Hair,Head,Male,Male 13 ,Hair/Male/Hair Male 13 Brown
42088,Hair,Head,Male,Male 13 ,Hair/Male/Hair Male 13 Cyan
42089,Hair,Head,Male,Male 13 ,Hair/Male/Hair Male 13 Grey
42090,Hair,Head,Male,Male 13 ,Hair/Male/Hair Male 13 Purple
42091,Hair,Head,Male,Male 13 ,Hair/Male/Hair Male 13 Red
42092,Hair,Head,Male,Male 14 ,Hair/Male/Hair Male 14 Black
42093,Hair,Head,Male,Male 14 ,Hair/Male/Hair Male 14 Blonde
42094,Hair,Head,Male,Male 14 ,Hair/Male/Hair Male 14 Brown
42095,Hair,Head,Male,Male 14 ,Hair/Male/Hair Male 14 Cyan
42096,Hair,Head,Male,Male 14 ,Hair/Male/Hair Male 14 Grey
42097,Hair,Head,Male,Male 14 ,Hair/Male/Hair Male 14 Purple
42098,Hair,Head,Male,Male 14 ,Hair/Male/Hair Male 14 Red
42099,Hair,Head,Male,Male 15 ,Hair/Male/Hair Male 15 Black
42100,Hair,Head,Male,Male 15 ,Hair/Male/Hair Male 15 Blonde
42101,Hair,Head,Male,Male 15 ,Hair/Male/Hair Male 15 Brown
42102,Hair,Head,Male,Male 15 ,Hair/Male/Hair Male 15 Cyan
42103,Hair,Head,Male,Male 15 ,Hair/Male/Hair Male 15 Grey
42104,Hair,Head,Male,Male 15 ,Hair/Male/Hair Male 15 Purple
42105,Hair,Head,Male,Male 15 ,Hair/Male/Hair Male 15 Red
42106,Hair,Head,Male,Male 16 ,Hair/Male/Hair Male 16 Black
42107,Hair,Head,Male,Male 16 ,Hair/Male/Hair Male 16 Blonde
42108,Hair,Head,Male,Male 16 ,Hair/Male/Hair Male 16 Brown
42109,Hair,Head,Male,Male 16 ,Hair/Male/Hair Male 16 Cyan
42110,Hair,Head,Male,Male 16 ,Hair/Male/Hair Male 16 Grey
42111,Hair,Head,Male,Male 16 ,Hair/Male/Hair Male 16 Purple
42112,Hair,Head,Male,Male 16 ,Hair/Male/Hair Male 16 Red
42113,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Aqua
42114,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Black
42115,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Blonde
42116,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Brown
42117,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Cyan
42118,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Fire
42119,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Grey
42120,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Purple
42121,Hair,Head,Male,Male 17 ,Hair/Male/Hair Male 17 Red
42122,Hair,Head,Male,Male 18 ,Hair/Male/Hair Male 18 Black
42123,Hair,Head,Male,Male 18 ,Hair/Male/Hair Male 18 Blonde
42124,Hair,Head,Male,Male 18 ,Hair/Male/Hair Male 18 Brown
42125,Hair,Head,Male,Male 18 ,Hair/Male/Hair Male 18 Cyan
42126,Hair,Head,Male,Male 18 ,Hair/Male/Hair Male 18 Grey
